timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:32:52.148, 0 %, 0 %, 19.57 W, 53, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 04:32:57.163, 0 %, 0 %, 17.25 W, 51, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:33:02.175, 0 %, 0 %, 18.03 W, 50, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:33:07.187, 0 %, 0 %, 16.75 W, 50, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:33:12.197, 100 %, 6 %, 94.40 W, 55, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:33:17.201, 100 %, 2 %, 109.61 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:33:22.207, 100 %, 2 %, 110.33 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:33:27.212, 100 %, 6 %, 94.43 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:33:32.216, 100 %, 6 %, 94.85 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:33:37.221, 95 %, 5 %, 94.58 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:33:42.227, 100 %, 6 %, 94.91 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
