timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:28:08.787, 0 %, 0 %, 15.22 W, 42, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:28:13.801, 0 %, 0 %, 15.01 W, 42, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:28:18.810, 0 %, 0 %, 15.05 W, 42, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:28:23.821, 0 %, 0 %, 14.59 W, 42, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:28:28.830, 100 %, 6 %, 91.73 W, 48, 1935 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:28:33.835, 100 %, 2 %, 108.12 W, 51, 1935 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:28:38.840, 100 %, 2 %, 89.29 W, 51, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:28:43.844, 95 %, 5 %, 93.44 W, 52, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:28:48.849, 100 %, 6 %, 94.02 W, 53, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:28:53.854, 95 %, 5 %, 93.81 W, 54, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:28:58.858, 100 %, 6 %, 94.24 W, 55, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
