timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:30:01.897, 0 %, 0 %, 19.54 W, 51, 300 MHz, 810 MHz, 102 MiB, 8192 MiB, P5
2025/03/20 04:30:06.911, 0 %, 0 %, 16.75 W, 50, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:30:11.921, 0 %, 0 %, 16.08 W, 49, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:30:16.931, 0 %, 0 %, 16.45 W, 48, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:30:21.942, 100 %, 6 %, 94.11 W, 54, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:30:26.948, 100 %, 2 %, 109.95 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:30:31.953, 100 %, 2 %, 109.22 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:30:36.957, 97 %, 5 %, 94.34 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:30:41.962, 100 %, 6 %, 94.67 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:30:46.966, 95 %, 5 %, 94.21 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:30:51.971, 100 %, 6 %, 94.65 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
