timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:31:55.377, 0 %, 0 %, 19.42 W, 52, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 04:32:00.392, 0 %, 0 %, 16.54 W, 51, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:32:05.405, 0 %, 0 %, 15.71 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:32:10.415, 0 %, 0 %, 15.97 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:32:15.424, 100 %, 6 %, 94.41 W, 55, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:32:20.429, 100 %, 2 %, 109.61 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:32:25.433, 100 %, 2 %, 110.28 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:32:30.443, 95 %, 5 %, 94.66 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:32:35.449, 100 %, 6 %, 95.14 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:32:40.454, 95 %, 5 %, 94.71 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:32:45.458, 100 %, 6 %, 94.83 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
