timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:35:42.508, 0 %, 0 %, 20.13 W, 53, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 04:35:47.523, 0 %, 0 %, 16.88 W, 52, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:35:52.535, 0 %, 0 %, 16.17 W, 51, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:35:57.548, 0 %, 0 %, 16.76 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:36:02.560, 100 %, 6 %, 94.19 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:36:07.565, 100 %, 2 %, 109.29 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:36:12.569, 100 %, 2 %, 110.03 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:36:17.575, 100 %, 6 %, 94.90 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:36:22.580, 100 %, 6 %, 95.17 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:36:27.584, 95 %, 5 %, 94.87 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:36:32.590, 100 %, 6 %, 95.02 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
