timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 03:58:05.308, 0 %, 0 %, 19.95 W, 52, 300 MHz, 810 MHz, 102 MiB, 8192 MiB, P5
2025/03/20 03:58:10.323, 0 %, 0 %, 16.36 W, 51, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 03:58:15.335, 0 %, 0 %, 16.37 W, 50, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 03:58:20.348, 0 %, 0 %, 16.58 W, 49, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 03:58:25.360, 100 %, 6 %, 94.02 W, 55, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:58:30.365, 100 %, 2 %, 107.67 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:58:35.370, 100 %, 2 %, 108.00 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:58:40.374, 95 %, 5 %, 93.99 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:58:45.380, 100 %, 6 %, 94.28 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:58:50.384, 99 %, 5 %, 93.69 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:58:55.389, 100 %, 6 %, 94.35 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
