timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 03:59:02.102, 0 %, 0 %, 19.85 W, 52, 300 MHz, 810 MHz, 102 MiB, 8192 MiB, P5
2025/03/20 03:59:07.117, 0 %, 0 %, 16.65 W, 51, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 03:59:12.127, 0 %, 0 %, 16.90 W, 50, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 03:59:17.136, 0 %, 0 %, 17.59 W, 49, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 03:59:22.145, 100 %, 6 %, 93.97 W, 55, 1920 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 03:59:27.149, 100 %, 2 %, 108.14 W, 57, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 03:59:32.154, 100 %, 2 %, 108.65 W, 58, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 03:59:37.159, 95 %, 5 %, 93.98 W, 57, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 03:59:42.163, 100 %, 6 %, 94.27 W, 58, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 03:59:47.169, 95 %, 5 %, 93.92 W, 58, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 03:59:52.174, 100 %, 6 %, 94.27 W, 59, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
