timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 03:56:11.607, 0 %, 0 %, 19.74 W, 51, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 03:56:16.622, 0 %, 0 %, 15.98 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:56:21.634, 0 %, 0 %, 16.44 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:56:26.648, 0 %, 0 %, 16.31 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:56:31.660, 100 %, 6 %, 93.76 W, 54, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:56:36.665, 100 %, 2 %, 107.65 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:56:41.671, 100 %, 2 %, 108.21 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:56:46.675, 95 %, 5 %, 93.83 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:56:51.680, 100 %, 6 %, 94.19 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:56:56.686, 95 %, 5 %, 93.97 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:57:01.691, 100 %, 6 %, 94.14 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
