timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 03:59:58.935, 0 %, 0 %, 19.83 W, 52, 300 MHz, 810 MHz, 102 MiB, 8192 MiB, P5
2025/03/20 04:00:03.950, 0 %, 0 %, 17.91 W, 51, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:00:08.962, 0 %, 0 %, 16.38 W, 50, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:00:13.981, 0 %, 0 %, 17.48 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:00:18.992, 100 %, 6 %, 92.12 W, 55, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:00:23.997, 100 %, 2 %, 107.77 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:00:29.001, 100 %, 2 %, 108.82 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:00:34.007, 100 %, 6 %, 94.25 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:00:39.012, 100 %, 6 %, 94.51 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:00:44.017, 95 %, 5 %, 94.01 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:00:49.021, 100 %, 6 %, 94.25 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
