timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 03:57:08.420, 0 %, 0 %, 19.62 W, 52, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 03:57:13.435, 0 %, 0 %, 16.89 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:57:18.448, 0 %, 0 %, 16.65 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:57:23.460, 0 %, 0 %, 16.28 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:57:28.473, 100 %, 6 %, 93.92 W, 55, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:57:33.477, 100 %, 2 %, 107.48 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:57:38.482, 100 %, 2 %, 107.86 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:57:43.487, 100 %, 6 %, 94.21 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:57:48.491, 100 %, 6 %, 94.23 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:57:53.496, 95 %, 5 %, 93.89 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:57:58.501, 100 %, 6 %, 94.09 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
