timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 03:42:24.713, 0 %, 0 %, 19.62 W, 52, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 03:42:29.727, 0 %, 0 %, 16.31 W, 51, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:42:34.740, 0 %, 0 %, 16.52 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:42:39.752, 0 %, 0 %, 16.16 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:42:44.765, 100 %, 6 %, 93.04 W, 55, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:42:49.770, 100 %, 2 %, 107.82 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:42:54.774, 100 %, 2 %, 108.16 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:42:59.780, 95 %, 5 %, 94.01 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:43:04.785, 100 %, 6 %, 94.21 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:43:09.790, 95 %, 5 %, 94.12 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:43:14.796, 100 %, 6 %, 94.46 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
