timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 03:40:31.185, 0 %, 0 %, 20.04 W, 52, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 03:40:36.200, 0 %, 0 %, 16.36 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:40:41.213, 0 %, 0 %, 16.08 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:40:46.225, 0 %, 0 %, 17.48 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:40:51.238, 100 %, 6 %, 95.26 W, 55, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:40:56.243, 100 %, 2 %, 113.11 W, 57, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:41:01.248, 100 %, 2 %, 113.87 W, 58, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:41:06.252, 95 %, 5 %, 97.19 W, 57, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:41:11.257, 100 %, 6 %, 97.25 W, 58, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:41:16.261, 95 %, 5 %, 97.23 W, 58, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:41:21.266, 100 %, 6 %, 97.44 W, 59, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
