timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 03:39:34.655, 0 %, 0 %, 19.55 W, 51, 300 MHz, 810 MHz, 102 MiB, 8192 MiB, P5
2025/03/20 03:39:39.670, 0 %, 0 %, 15.88 W, 50, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 03:39:44.695, 0 %, 0 %, 15.62 W, 49, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 03:39:49.708, 0 %, 0 %, 16.12 W, 48, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 03:39:54.721, 100 %, 6 %, 94.17 W, 54, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:39:59.725, 100 %, 2 %, 110.12 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:40:04.730, 100 %, 2 %, 111.01 W, 57, 1920 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 03:40:09.735, 100 %, 6 %, 95.23 W, 57, 1920 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 03:40:14.739, 100 %, 6 %, 95.53 W, 57, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:40:19.746, 95 %, 5 %, 95.25 W, 58, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:40:24.750, 100 %, 6 %, 95.43 W, 58, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
