timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 03:38:38.140, 0 %, 0 %, 19.68 W, 49, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 03:38:43.155, 0 %, 0 %, 15.80 W, 48, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:38:48.168, 0 %, 0 %, 16.13 W, 47, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:38:53.181, 0 %, 0 %, 15.97 W, 47, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:38:58.194, 100 %, 6 %, 93.55 W, 53, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:39:03.202, 100 %, 2 %, 109.68 W, 55, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:39:08.207, 100 %, 2 %, 109.78 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:39:13.212, 95 %, 5 %, 94.76 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:39:18.223, 100 %, 6 %, 95.12 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:39:23.228, 95 %, 5 %, 95.02 W, 57, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:39:28.232, 100 %, 6 %, 95.43 W, 57, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
