timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 03:43:21.505, 0 %, 0 %, 19.83 W, 52, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 03:43:26.520, 0 %, 0 %, 16.36 W, 51, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:43:31.533, 0 %, 0 %, 15.83 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:43:36.545, 0 %, 0 %, 16.45 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:43:41.558, 100 %, 6 %, 93.13 W, 55, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:43:46.562, 100 %, 2 %, 107.54 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:43:51.568, 100 %, 2 %, 108.04 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:43:56.572, 95 %, 5 %, 93.91 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:44:01.577, 100 %, 6 %, 94.21 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:44:06.583, 95 %, 5 %, 94.10 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:44:11.587, 100 %, 6 %, 94.23 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
