timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:09:46.890, 0 %, 0 %, 20.13 W, 52, 300 MHz, 810 MHz, 102 MiB, 8192 MiB, P5
2025/03/20 04:09:51.905, 0 %, 0 %, 16.29 W, 51, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:09:56.917, 0 %, 0 %, 16.08 W, 50, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:10:01.930, 0 %, 0 %, 16.01 W, 49, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:10:06.941, 100 %, 6 %, 93.53 W, 55, 1920 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 04:10:11.946, 100 %, 2 %, 108.24 W, 57, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 04:10:16.951, 100 %, 2 %, 108.69 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:10:21.955, 95 %, 5 %, 94.42 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:10:26.961, 100 %, 6 %, 94.70 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:10:31.965, 95 %, 5 %, 94.14 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:10:36.970, 100 %, 6 %, 94.47 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
