timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:06:56.497, 0 %, 0 %, 19.43 W, 50, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 04:07:01.512, 1 %, 0 %, 16.52 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:07:06.524, 0 %, 0 %, 16.46 W, 48, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:07:11.534, 0 %, 0 %, 16.17 W, 47, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:07:16.544, 100 %, 6 %, 93.21 W, 53, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:07:21.548, 100 %, 2 %, 107.46 W, 56, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:07:26.553, 100 %, 2 %, 107.69 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:07:31.558, 95 %, 5 %, 93.54 W, 56, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:07:36.563, 100 %, 6 %, 93.84 W, 56, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:07:41.568, 95 %, 5 %, 93.86 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:07:46.573, 100 %, 6 %, 93.98 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
