timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:11:40.567, 0 %, 0 %, 19.89 W, 53, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 04:11:45.582, 0 %, 0 %, 16.42 W, 51, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:11:50.595, 0 %, 0 %, 16.27 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:11:55.607, 0 %, 0 %, 16.60 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:12:00.619, 100 %, 6 %, 94.40 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:12:05.626, 100 %, 2 %, 108.71 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:12:10.631, 100 %, 2 %, 108.68 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:12:15.635, 95 %, 5 %, 94.29 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:12:20.640, 100 %, 6 %, 94.86 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:12:25.645, 100 %, 6 %, 94.54 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:12:30.649, 100 %, 6 %, 94.68 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
