timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:22:41.123, 0 %, 0 %, 19.44 W, 53, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 04:22:46.138, 0 %, 0 %, 19.89 W, 51, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:22:51.150, 0 %, 0 %, 16.86 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:22:56.163, 0 %, 0 %, 16.97 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:23:01.175, 100 %, 6 %, 94.40 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:23:06.180, 100 %, 2 %, 108.82 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:23:11.185, 100 %, 2 %, 109.44 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:23:16.190, 95 %, 5 %, 94.44 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:23:21.194, 100 %, 6 %, 94.62 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:23:26.200, 95 %, 5 %, 94.61 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:23:31.204, 100 %, 6 %, 94.81 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
