timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:19:50.763, 0 %, 0 %, 19.38 W, 52, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 04:19:55.778, 0 %, 0 %, 16.79 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:20:00.791, 0 %, 0 %, 18.04 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:20:05.803, 0 %, 0 %, 16.72 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:20:10.812, 100 %, 6 %, 94.29 W, 55, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:20:15.818, 100 %, 2 %, 108.04 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:20:20.823, 100 %, 2 %, 108.79 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:20:25.827, 95 %, 5 %, 94.43 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:20:30.833, 100 %, 6 %, 94.67 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:20:35.838, 100 %, 6 %, 94.44 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:20:40.842, 100 %, 6 %, 94.58 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
