timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:24:34.689, 0 %, 0 %, 19.73 W, 53, 300 MHz, 810 MHz, 102 MiB, 8192 MiB, P5
2025/03/20 04:24:39.704, 0 %, 0 %, 20.80 W, 51, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:24:44.717, 0 %, 0 %, 16.35 W, 51, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:24:49.730, 0 %, 0 %, 16.33 W, 50, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:24:54.742, 100 %, 6 %, 94.38 W, 56, 1920 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 04:24:59.747, 100 %, 2 %, 108.74 W, 58, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 04:25:04.751, 100 %, 2 %, 109.58 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:25:09.756, 100 %, 6 %, 94.67 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:25:14.761, 100 %, 6 %, 94.74 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:25:19.766, 95 %, 5 %, 94.32 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:25:24.771, 100 %, 6 %, 95.05 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
