timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:21:44.323, 0 %, 0 %, 19.27 W, 52, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 04:21:49.338, 0 %, 0 %, 16.64 W, 51, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:21:54.351, 0 %, 0 %, 17.02 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:21:59.363, 0 %, 0 %, 15.74 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:22:04.376, 100 %, 6 %, 94.08 W, 55, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:22:09.382, 100 %, 2 %, 109.03 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:22:14.387, 100 %, 2 %, 109.48 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:22:19.391, 100 %, 6 %, 94.38 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:22:24.396, 100 %, 6 %, 94.82 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:22:29.402, 95 %, 5 %, 94.60 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:22:34.406, 100 %, 6 %, 94.79 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
