timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:55:44.165, 0 %, 0 %, 18.80 W, 48, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 04:55:49.180, 0 %, 0 %, 15.47 W, 47, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:55:54.193, 0 %, 0 %, 16.29 W, 47, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:55:59.206, 0 %, 0 %, 15.78 W, 46, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:56:04.219, 100 %, 6 %, 93.16 W, 52, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:56:09.224, 100 %, 2 %, 109.18 W, 55, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:56:14.228, 100 %, 2 %, 109.47 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:56:19.234, 95 %, 5 %, 94.45 W, 55, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:56:24.239, 100 %, 6 %, 95.08 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:56:29.244, 95 %, 5 %, 94.65 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:56:34.248, 100 %, 6 %, 95.03 W, 57, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
