timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:57:37.398, 0 %, 0 %, 19.42 W, 52, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 04:57:42.413, 0 %, 0 %, 16.06 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:57:47.426, 0 %, 0 %, 15.70 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:57:52.438, 0 %, 0 %, 15.98 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:57:57.451, 100 %, 6 %, 94.05 W, 55, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:58:02.456, 100 %, 2 %, 110.15 W, 57, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:58:07.460, 100 %, 2 %, 109.03 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:58:12.465, 95 %, 5 %, 94.44 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:58:17.469, 100 %, 6 %, 94.80 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:58:22.475, 95 %, 5 %, 94.35 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:58:27.479, 100 %, 6 %, 94.79 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
