timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 05:02:21.271, 0 %, 0 %, 20.61 W, 53, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 05:02:26.286, 0 %, 0 %, 16.30 W, 52, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 05:02:31.298, 0 %, 0 %, 15.65 W, 51, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 05:02:36.311, 0 %, 0 %, 17.57 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 05:02:41.323, 100 %, 6 %, 94.15 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 05:02:46.327, 100 %, 2 %, 108.89 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 05:02:51.332, 100 %, 2 %, 109.45 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 05:02:56.337, 95 %, 5 %, 94.26 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 05:03:01.342, 100 %, 6 %, 94.64 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 05:03:06.346, 95 %, 5 %, 94.44 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 05:03:11.352, 100 %, 6 %, 94.75 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
