timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:56:40.772, 0 %, 0 %, 19.45 W, 51, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 04:56:45.787, 0 %, 0 %, 15.97 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:56:50.800, 0 %, 0 %, 18.06 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:56:55.812, 0 %, 0 %, 15.69 W, 48, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:57:00.825, 100 %, 6 %, 93.97 W, 54, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:57:05.831, 100 %, 2 %, 109.61 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:57:10.836, 100 %, 2 %, 110.57 W, 57, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:57:15.840, 100 %, 6 %, 94.79 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:57:20.846, 100 %, 6 %, 95.12 W, 57, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:57:25.850, 95 %, 5 %, 94.82 W, 58, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:57:30.855, 100 %, 6 %, 95.39 W, 58, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
