timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:58:34.176, 0 %, 0 %, 19.44 W, 52, 300 MHz, 810 MHz, 102 MiB, 8192 MiB, P5
2025/03/20 04:58:39.191, 0 %, 0 %, 16.45 W, 51, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:58:44.203, 0 %, 0 %, 16.18 W, 50, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:58:49.216, 0 %, 0 %, 15.73 W, 49, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:58:54.228, 100 %, 6 %, 94.20 W, 55, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:58:59.233, 100 %, 2 %, 110.68 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:59:04.255, 100 %, 2 %, 108.99 W, 58, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 04:59:09.259, 100 %, 6 %, 94.65 W, 57, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 04:59:14.264, 100 %, 6 %, 94.79 W, 58, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 04:59:19.268, 95 %, 5 %, 94.40 W, 58, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 04:59:24.274, 100 %, 6 %, 94.66 W, 59, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
