timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:59:30.967, 0 %, 0 %, 19.61 W, 53, 300 MHz, 810 MHz, 102 MiB, 8192 MiB, P5
2025/03/20 04:59:35.981, 0 %, 0 %, 16.55 W, 51, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:59:40.994, 0 %, 0 %, 16.17 W, 50, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:59:46.006, 0 %, 0 %, 16.39 W, 50, 300 MHz, 405 MHz, 102 MiB, 8192 MiB, P8
2025/03/20 04:59:51.032, 100 %, 6 %, 94.22 W, 55, 1920 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 04:59:56.037, 100 %, 2 %, 108.26 W, 58, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 05:00:01.042, 100 %, 2 %, 109.02 W, 58, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 05:00:06.046, 95 %, 5 %, 94.43 W, 58, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 05:00:11.051, 100 %, 6 %, 94.72 W, 58, 1905 MHz, 6801 MHz, 259 MiB, 8192 MiB, P2
2025/03/20 05:00:16.056, 95 %, 5 %, 94.64 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 05:00:21.060, 100 %, 6 %, 94.94 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
