timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:42:47.372, 0 %, 0 %, 15.24 W, 40, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:42:52.386, 0 %, 0 %, 14.60 W, 40, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:42:57.395, 0 %, 0 %, 15.20 W, 40, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:43:02.404, 0 %, 0 %, 15.28 W, 40, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:43:07.417, 100 %, 6 %, 93.41 W, 47, 1950 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:43:12.421, 100 %, 2 %, 107.64 W, 49, 1935 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:43:17.426, 96 %, 2 %, 81.35 W, 50, 1935 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:43:22.432, 100 %, 6 %, 93.26 W, 51, 1935 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:43:27.437, 100 %, 6 %, 93.91 W, 52, 1935 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:43:32.441, 100 %, 6 %, 93.29 W, 52, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:43:37.447, 100 %, 6 %, 93.75 W, 53, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
