timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:49:24.002, 0 %, 0 %, 19.75 W, 53, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 04:49:29.017, 0 %, 0 %, 16.96 W, 51, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:49:34.030, 0 %, 0 %, 16.18 W, 51, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:49:39.058, 0 %, 0 %, 16.25 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:49:44.070, 100 %, 6 %, 94.21 W, 55, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:49:49.075, 100 %, 2 %, 108.50 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:49:54.079, 100 %, 2 %, 108.95 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:49:59.084, 95 %, 5 %, 94.62 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:50:04.088, 100 %, 6 %, 94.93 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:50:09.093, 95 %, 5 %, 94.59 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:50:14.099, 100 %, 6 %, 94.79 W, 59, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
