timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 04:45:36.853, 0 %, 0 %, 19.44 W, 51, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 04:45:41.868, 0 %, 0 %, 16.42 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:45:46.881, 0 %, 0 %, 16.57 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:45:51.893, 0 %, 0 %, 16.17 W, 48, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 04:45:56.906, 100 %, 6 %, 93.92 W, 54, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:46:01.910, 100 %, 2 %, 109.67 W, 56, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:46:06.928, 100 %, 2 %, 108.60 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:46:11.933, 100 %, 6 %, 94.32 W, 56, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:46:16.937, 100 %, 6 %, 94.50 W, 57, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:46:21.943, 95 %, 5 %, 94.47 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 04:46:26.948, 100 %, 6 %, 94.47 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
