timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], memory.total [MiB], pstate
2025/03/20 03:35:15.854, 0 %, 0 %, 19.98 W, 51, 300 MHz, 810 MHz, 101 MiB, 8192 MiB, P5
2025/03/20 03:35:20.868, 0 %, 0 %, 16.34 W, 50, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:35:25.879, 0 %, 0 %, 16.26 W, 49, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:35:30.890, 0 %, 0 %, 15.92 W, 48, 300 MHz, 405 MHz, 101 MiB, 8192 MiB, P8
2025/03/20 03:35:35.900, 100 %, 6 %, 94.15 W, 54, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:35:40.905, 100 %, 2 %, 110.35 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:35:45.910, 100 %, 2 %, 110.73 W, 57, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:35:50.914, 100 %, 6 %, 94.86 W, 56, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:35:55.919, 100 %, 6 %, 95.38 W, 57, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:36:00.924, 97 %, 5 %, 95.19 W, 57, 1920 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
2025/03/20 03:36:05.929, 100 %, 6 %, 94.12 W, 58, 1905 MHz, 6801 MHz, 258 MiB, 8192 MiB, P2
